Agent Name,TrueSkill Mu,TrueSkill Sigma,Avg VP Margin
Agent_A,19.179545980187797,0.9732785900636861,-12.072644444444444
Agent_B,30.248908187285036,1.0212126757182418,16.10886111111111
Random,18.225713441413056,0.7571304044865751,-7.58415
Agent_A_1,17.693877052879586,0.7681374104578511,-8.833316666666667
Agent_A_2,17.967815467657996,0.765438515525291,-7.748316666666667
Agent_B_1,31.337289344115202,0.7680479227855894,10.103266666666666
Agent_B_2,28.724562211639643,0.7497121477907867,9.538016666666667
