Agent Name,TrueSkill Mu,TrueSkill Sigma,Avg VP Margin,SelfPlay Avg VP
Agent_A,26.93650393725099,0.7087279595863316,-1.684825,33.69119999999994
Agent_B,32.320544749902346,0.7083966743849958,11.88966,42.067699999999995
Random,20.475728411864974,0.8511762245924792,-14.494125,0.0
Agent_A_1,25.190201446580538,0.7112110804986939,-5.12115,0.0
Agent_A_2,27.228218963555285,0.7127050237852565,-6.7180875,0.0
Agent_B_1,32.04504390118051,0.7037192094907329,4.1568125,0.0
Agent_B_2,31.747573236394206,0.7140099606113066,3.911525,0.0
