Agent Name,TrueSkill Mu,TrueSkill Sigma,Avg VP Margin
AnnealedPPO,27.684707881928464,0.7109735010055289,3.6484111111111113
PPO,32.093610867598244,0.7204395380044876,8.837744444444445
Random,21.753618863583696,0.9028202516576945,-17.945533333333334
AnnealedPPO_1,29.60062488745169,0.712333626491675,-2.3773
AnnealedPPO_2,29.432677317907814,0.7111181298155244,-2.55765
PPO_1,29.01458986851338,0.7095017486137483,1.5189
PPO_2,29.62688937553551,0.7134054234390022,1.84865
